rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
168,Radiohead,I Might Be Wrong,32,"I might be wrong
I might be wrong
I could have sworn I saw a light
Coming on

I used to think
I used to think
There was no future left at all
I used to think

Open up
Begin again

Let's go down the waterfall
Think about the good times
And never look back
Never look back

What would I do?
What would I do?
If I did not have you?

Open up
And let me in

Let's go down the waterfall
Have ourselves a good time
It's nothing at all
It's nothing at all
Nothing at all

Come on and let me in
Come on and le...",True,507,111,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/radiohead/i_might_be_wrong.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.970853
169,Stone Temple Pilots,Dumb Love,32,"Loud talk, dumb love, lacerator
Come and touch
Bleed to feel, feel to fuck
Keep you coming, coming back for more
Alcohol, it's a lie, stimulate a needle in your eye
Let it bleed, blow your mind
Touched myself, nearly went blind

Couldn't find a way to live though the pain
Couldn't find a way
Dumb love
Couldn't find another way to win the race
Couldn't find a way
Dumb love

Couldn't get out of bed
Ten ton bricks laying on my head
Persecute the crucified
Kill a man for losing his mind

Couldn't fi...",True,1186,217,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/stone_temple_pilots/dumb_love.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.971491
170,The Cult,Wild Flower,32,"Hey you
You're a wild honey child
I'm out of control
Every time you are near me
I'm a wolf child, baby
And I'm howlin' for you
My heart beats faster
Hey hey, and it's overpowered, ow
I'm a wolf child, girl
Howlin' for you
Wild flower
Star of my dreams
The most beautiful thing, yeah
Yeah you
Sweet sensation of a nation
Oh, my soul
You're a perfect creation
You're an angel, baby
And I'm cryin' for you
My heart beats faster
Hey hey, and I'm overpowered
I'm a wolf child, girl
Howlin' for you
Wild fl...",True,924,177,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/wild_flower.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.972085
171,Wooden Shjips,Servants,32,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.972279
172,Alice in Chains,Nutshell,31,"We chase misprinted lies
We face the path of time
And yet I fight, and yet I fight
This battle all alone
No one to cry to, no place to call home

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh-ooh

My gift of self is raped
My privacy is raked
And yet I find, and yet I find
Repeating in my head
If I can't be my own, I'd feel better dead

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh-ooh",True,363,72,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/alice_in_chains/nutshell.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.973424
173,Alice in Chains,Whale & Wasp,31,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.973475
174,Broke For Free,Beyond Dazed,31,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.973504
175,Creedence Clearwater Revival,Born on the Bayou,31,"Now, when I was just a little boy
Standin' to my daddy's knee
My papa said, ""Son, don't let the man get you
An' do what he done to me""
Because he'll get you
Because  he'll get you now-now

An' I can remember the fourth o' July
Runnin' through the backwood bare
An' I can still hear my ol' hound dog barkin'
Chasin' down a hoodoo there
Chasin' down a hoodoo there

Born on the Bayou
Born on the Bayou
Born on the Bayou, oh, oh


Wish I was back on the Bayou
Rollin' with some Cajun queen
Wishin' I wer...",True,961,198,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/creedence_clearwater_revival/born_on_the_bayou.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.973851
176,Death from Above 1979,Blood on Our Hands,31,"I am leaving while you turn away
In the basement is where I'm going to stay
There is blood in all the things I say
Will you hate me if I stay this way?
From the bedroom, where we're running from
There's a sequel to the things I've done
You're a woman, we all know it's true
By the things that I've done to you
There is blood on all the shoes you've worn
From the people you were stepping on
There is blood in all the things you say
I won't hate you if you go away

There is blood on our hands again
F...",True,1126,238,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/blood_on_our_hands.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.974110
177,Depeche Mode,Walking in My Shoes,31,"I would tell you about the things they put me through
The pain I've been subjected to
But the Lord himself would blush
The countless feasts laid at my feet
Forbidden fruits for me to eat
But I think your pulse would start to rush

Now I'm
 not looking for absolution
Forg
iveness for the things I do
But 
before you come to any conclusions
Try walking in my shoes
Try walking in my shoes

You'll stumble in my footsteps
Keep the same appointments I kept
If you try walking in my shoes
If you try walk...",True,1448,278,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/depeche_mode/walking_in_my_shoes.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.974406
178,Evil Nine,Devil Stuff,31,"I know kids do listen to that and take it very seriously
Yeah, ah, you know, um, my ma's boyfriend's kid's into the devil stuff from listening to that Black Sabbath. They--they were killing cats and writing all over the wall with it",True,232,43,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/evil_nine/devil_stuff.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.974662
179,G. Love & Special Sauce,Shy Girl,31,"See you walking down the street, I just want to talk to you. but you don't
Have too much to say, so I'll just be on my way. refrain: cause you're just too
Shy, (just too shy, shy girl)...just too shy, (just too shy, shy girl), aww
Babe, you're just too shy(just too shy, shy girl). sittin there all by
Youreself, talking to nobody (talking to nobody ) your head is bowed, your eyes
Look to the ground, I want to you know you baby. (refrain) see you laughin
With your friends, but they do all the talk...",True,584,114,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/g_love_special_sauce/shy_girl.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.974901
180,Heart,Barracuda,31,"So, this ain't the end, I saw you again today
I had to turn my heart away
Smile like the sun, kisses for everyone
And tales, it never fails

You lying so low in the weeds
I bet you wanna ambush me
You'd have me down, down, down, down on my knees
Now wouldn't you, Barracuda?
Oh


Back over time, we were all trying for free
You met the porpoise and me, uh-huh
No right, no wrong, selling a song, a name
Whisper game

And if the real thing don't do the trick
You better make up something quick
You gon...",True,956,187,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/heart/barracuda.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.975164
181,Madlib,Mystic Bounce,31,"Hi, this is Melvin Sparks
Checking out the Beat Konducta, Madlib
On the Blue Note Records
Keeping the funk alive




Madlib is all good
This is Reubin Wilson
Check out Madlib, he's the man",True,188,34,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/madlib/mystic_bounce.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.975474
182,Ozzy Osbourne,Bark at the Moon,31,"Screams break the silence
Waking from the dead of night
Vengeance is boiling
He's returned to kill the light

Then when he's found who he's looking for
Listen in awe and you'll hear him

Bark at the Moon
Hahahahaha

Years spent in torment
Buried in a nameless grave
Now he has risen
Miracles would have to save

Those that the beast is looking for
Listen in awe and you'll hear him

Bark at the Moon
Hey yeah, bark at the Moon

They cursed and buried him along with shame
And thought his timeless sou...",True,893,170,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/ozzy_osbourne/bark_at_the_moon.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.975751
183,Queens of the Stone Age,Do It Again,31,"Hey, hey
Hey

I fall over and over and over and over
Oh, I want you
I get ill, I get ill, I get ill
You're the only one I'm into

You and me
Fit so tight

I go lower and lower and lower and lower
Livin' easy
I don't know, I don't know that I got 'til it's over

You and me
Fit so tight

Can you do it again?
Do it again
Do it again
Can you do it again?
Hey, hey
Hey

All the way, all the way, all the way
There's nowhere left we can meet (Oh)
I'm into what you do, but I leave you nowhere

You and me...",True,1481,316,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/do_it_again.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.975998
184,Steve Miller Band,Abracadabra,31,"I heat up, I can't cool down
You got me spinnin' 'round and 'round
'Round and 'round and 'round it goes
Where it stops nobody knows
Every time you call my name
I heat up like a burnin' flame
Burnin' flame full of desire
Kiss me, baby, let the fire get higher

Abra-abra-cadabra
I wanna reach out and grab ya
Abra-abra-cadabra
Abracadabra

You make me hot, you make me sigh
You make me laugh, you make me cry
Keep me burnin' for your love
With the touch of a velvet glove

Abra-abra-cadabra
I wanna re...",True,1534,295,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/steve_miller_band/abracadabra.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.976222
185,The Cult,In the Clouds,31,"Free your mind and float away, ooh-ooh-ooh
Lose all time and drift away
Violence in the world is on the rise again
Free yourself, spin away
Ah, climb a mountain to reach yourself
Climb a mountain to find zen, zen, zen, ay
Free your mind and drift away, yeah
Free your tribe and float away, float away, ooh
Climb a mountain to reach yourself
Ah, climb a mountain to find zen, zen, zen
Hey, hey, hey, hey
What makes you think it's ok?
Hey, hey, hey, hey
What makes you think it's ok?
It's ok?
Stroll yo...",True,882,170,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/in_the_clouds.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.976453
186,The Cult,Soul Asylum,31,"Who would break a butterfly on a wheel?
Not me, my precious child
Sweet angel, wrap me in your velvet cloak, my dear
Love's a sweet warm goddess I invited here
So many times I call your name, ooh baby, baby, please
So many times I call your name, ooh yeah
Before the night is through
Grant me one last wish
Sweet soul asylum, yeah
An everlasting kiss
Who would crush this woman underfoot?
Ooh, not me, my chosen one
(My chosen one)
Sweet angel, wrap me in your velvet cloak, my dear
Love's a sweet wa...",True,1186,227,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/soul_asylum.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.976665
187,Black Sun Empire,Mud,30,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.976697
188,Coldplay,Clocks,30,"The lights go out, and I can't be saved
Tides that I tried to swim against
Have brought me down upon my knees
Oh, I beg, I beg and plead, singin'
Come out of things unsaid
Shoot an apple off my head, and a
Trouble that can't be named
A tiger's waitin' to be tamed, singin'

You are
You are


Confusion never stops
Closin' walls and tickin' clocks, gonna
Come back and take you home
I could not stop, that you now know, singin'
Come out upon my seas
Cursed missed opportunities, am I
A part of the cur...",True,837,167,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/coldplay/clocks.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.976931
189,Duran Duran,Rio,30,"Moving on the floor now, babe, you're a bird of paradise
Cherry ice cream smile, I suppose it's very nice
With a step to your left and a flick to the right
You catch that mirror way out west
You know you're something special
And you look like you're the best

Her name is Rio, and she dances on the sand
Just like that river twisting through a dusty land
And when she shines, she really shows you all she can
Oh, Rio, Rio, dance across the Rio Grande

I've seen you on the beach, and I've seen you on...",True,1575,322,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/duran_duran/rio.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.977181
190,Johnny Cash,Ring of Fire,30,"Love is a burning thing
And it makes a fiery ring
Bound by wild desire
I fell into a ring of fire

I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns, the ring of fire, the ring of fire


I fell into a burning ring of fire
I went down, down, down and the flames went higher
And it burns, burns, burns, the ring of fire, the ring of fire

The taste of love is sweet
When hearts like ours meet
I fell for you like a child
Oh, but the fire w...",True,924,195,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/johnny_cash/ring_of_fire.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.977432
191,Kylie Auldist,Cut You Loose,30,"I could talk but you won't listen
I could stand and watch you crawl
You could stay I bet you're wishin'
But this time it's not your call
I don't wanna hear it
I don't wanna see your face
You just have to wear it, 'cause
What I got's too good to waste
I cut you loose
There's no excuse
I cut you loose
You ain't no use
I cut you loose
There's no excuse
I cut you loose
You're no damn use
You just watch me slam the door
I won't feel no guilt at all
Dug your grave that much is true
Now I'm done being ...",True,1314,291,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/kylie_auldist/cut_you_loose.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.977671
